Flight Number;Orig;Dest;A/C;Weekday_Z;STD-HH:MM;STA-HH:MM;DD_Z;Net Payload;Net Volume;key
D076;BAH;WUX;76V;Sun;10:20;18:50;;47650;442;BAH/WUX/2024-09-15 10:20:00
ES128;BAH;DMM;76V;Sun;13:20;14:05;;47650;442;BAH/DMM/2024-09-15 13:20:00
ES170;BAH;KWI;76V;Sun;00:55;02:10;;47650;442;BAH/KWI/2024-09-15 00:55:00
ES277;BAH;DWC;76V;Sun;19:35;21:00;;47650;442;BAH/DWC/2024-09-15 19:35:00
D0796;BAH;LEJ;76V;Sun;10:00;16:35;;47650;442;BAH/LEJ/2024-09-15 10:00:00
ES100;BAH;JED;76V;Sun;00:40;03:20;;47650;442;BAH/JED/2024-09-15 00:40:00
ES203;BAH;MCT;76V;Sun;12:05;13:55;;47650;442;BAH/MCT/2024-09-15 12:05:00
ES316;BAH;EBL;76V;Sun;08:05;10:15;;47650;442;BAH/EBL/2024-09-15 08:05:00
ES731;BAH;BLR;76V;Sun;12:00;16:20;;47650;442;BAH/BLR/2024-09-15 12:00:00
ES758;BAH;LEJ;76V;Sun;07:55;15:35;;47650;442;BAH/LEJ/2024-09-15 07:55:00
3S305;BAH;LEJ;77X;Sun;01:35;07:45;;77350;645;BAH/LEJ/2024-09-15 01:35:00
QY8032;BCN;LIS;ABY;Sat;07:15;09:05;;46000;386;BCN/LIS/2024-09-14 07:15:00
D02507;BFS;EMA;76V;Mon;20:25;21:30;;47650;442;BFS/EMA/2024-09-09 20:25:00
D02507;BFS;EMA;76V;Tue;20:25;21:30;;47650;442;BFS/EMA/2024-09-10 20:25:00
D02507;BFS;EMA;76V;Wed;20:25;21:30;;47650;442;BFS/EMA/2024-09-11 20:25:00
D02507;BFS;EMA;76V;Thu;20:25;21:30;;47650;442;BFS/EMA/2024-09-12 20:25:00
D02507;BFS;EMA;76V;Fri;20:25;21:30;;47650;442;BFS/EMA/2024-09-13 20:25:00
D0794;BFS;EMA;76V;Sat;08:30;09:30;;47650;442;BFS/EMA/2024-09-14 08:30:00
3S586;BKK;SZX;77X;Mon;16:40;19:25;;77350;645;BKK/SZX/2024-09-09 16:40:00
SQ7430;BKK;ICN;77X;Mon;08:40;14:00;;77350;645;BKK/ICN/2024-09-09 08:40:00
3S531;BKK;BLR;77X;Tue;01:00;04:45;;77350;645;BKK/BLR/2024-09-10 01:00:00
3S586;BKK;SZX;77X;Tue;16:40;19:25;;77350;645;BKK/SZX/2024-09-10 16:40:00
SQ7440;BKK;ICN;77X;Tue;07:25;12:45;;77350;645;BKK/ICN/2024-09-10 07:25:00
3S531;BKK;BLR;77X;Wed;01:00;04:45;;77350;645;BKK/BLR/2024-09-11 01:00:00
3S586;BKK;SZX;77X;Wed;16:40;19:25;;77350;645;BKK/SZX/2024-09-11 16:40:00
SQ7442;BKK;ICN;77X;Wed;07:15;12:40;;77350;645;BKK/ICN/2024-09-11 07:15:00
3S531;BKK;BLR;77X;Thu;01:00;04:45;;77350;645;BKK/BLR/2024-09-12 01:00:00
3S586;BKK;SZX;77X;Thu;16:40;19:25;;77350;645;BKK/SZX/2024-09-12 16:40:00
SQ7436;BKK;ICN;77X;Thu;07:15;12:40;;77350;645;BKK/ICN/2024-09-12 07:15:00
3S502;BKK;HKG;77X;Fri;17:40;20:25;;77350;645;BKK/HKG/2024-09-13 17:40:00
3S531;BKK;BLR;77X;Fri;01:00;04:45;;77350;645;BKK/BLR/2024-09-13 01:00:00
SQ7444;BKK;ICN;77X;Fri;07:15;12:40;;77350;645;BKK/ICN/2024-09-13 07:15:00
ES743;BKK;HKG;76V;Sat;17:00;19:55;;47650;442;BKK/HKG/2024-09-14 17:00:00
3S531;BKK;BLR;77X;Sat;00:05;03:50;;77350;645;BKK/BLR/2024-09-14 00:05:00
3S586;BKK;SZX;77X;Sat;16:40;19:25;;77350;645;BKK/SZX/2024-09-14 16:40:00
SQ7448;BKK;NGO;77X;Sat;18:55;00:15;1.0;77350;645;BKK/NGO/2024-09-14 18:55:00
3S531;BKK;BLR;77X;Sun;01:00;04:45;;77350;645;BKK/BLR/2024-09-15 01:00:00
QY3845;BLL;LEJ;ABY;Mon;21:25;22:45;;46000;386;BLL/LEJ/2024-09-09 21:25:00
QY7617;BLQ;LEJ;ABY;Mon;21:50;23:25;;46000;386;BLQ/LEJ/2024-09-09 21:50:00
QY7617;BLQ;LEJ;ABY;Tue;21:50;23:25;;46000;386;BLQ/LEJ/2024-09-10 21:50:00
QY7617;BLQ;LEJ;ABY;Wed;21:50;23:25;;46000;386;BLQ/LEJ/2024-09-11 21:50:00
QY7617;BLQ;LEJ;ABY;Thu;21:50;23:25;;46000;386;BLQ/LEJ/2024-09-12 21:50:00
QY7617;BLQ;LEJ;ABY;Fri;21:50;23:25;;46000;386;BLQ/LEJ/2024-09-13 21:50:00
BZ307;BLR;BAH;75V;Tue;06:15;11:00;;23850;199;BLR/BAH/2024-09-10 06:15:00
ES732;BLR;BAH;76V;Tue;04:10;09:10;;47650;442;BLR/BAH/2024-09-10 04:10:00
3S531;BLR;LEJ;77X;Tue;06:45;16:25;;77350;645;BLR/LEJ/2024-09-10 06:45:00
BZ307;BLR;BAH;75V;Wed;06:15;11:00;;23850;199;BLR/BAH/2024-09-11 06:15:00
ES736;BLR;BAH;76V;Wed;04:10;09:10;;47650;442;BLR/BAH/2024-09-11 04:10:00
3S531;BLR;LEJ;77X;Wed;06:45;16:25;;77350;645;BLR/LEJ/2024-09-11 06:45:00
BZ307;BLR;BAH;75V;Thu;06:15;11:00;;23850;199;BLR/BAH/2024-09-12 06:15:00
ES732;BLR;BAH;76V;Thu;04:10;09:10;;47650;442;BLR/BAH/2024-09-12 04:10:00
3S531;BLR;LEJ;77X;Thu;06:45;16:25;;77350;645;BLR/LEJ/2024-09-12 06:45:00
ES736;BLR;BAH;76V;Fri;04:10;09:10;;47650;442;BLR/BAH/2024-09-13 04:10:00
ES739;BLR;HKG;76V;Fri;18:25;00:30;1.0;47650;442;BLR/HKG/2024-09-13 18:25:00
3S531;BLR;LEJ;77X;Fri;06:45;16:25;;77350;645;BLR/LEJ/2024-09-13 06:45:00
ES732;BLR;BAH;76V;Sat;10:10;15:10;;47650;442;BLR/BAH/2024-09-14 10:10:00
3S531;BLR;LEJ;77X;Sat;05:50;15:30;;77350;645;BLR/LEJ/2024-09-14 05:50:00
ES730;BLR;BAH;76V;Sun;17:50;22:50;;47650;442;BLR/BAH/2024-09-15 17:50:00
ES736;BLR;BAH;76V;Sun;04:10;09:10;;47650;442;BLR/BAH/2024-09-15 04:10:00
3S531;BLR;LEJ;77X;Sun;06:45;16:25;;77350;645;BLR/LEJ/2024-09-15 06:45:00
3S628;BLR;HKG;77X;Sun;16:20;21:45;;77350;645;BLR/HKG/2024-09-15 16:20:00
GB2246;BOG;MIA;76Y;Mon;21:00;00:50;1.0;47650;442;BOG/MIA/2024-09-09 21:00:00
GB2246;BOG;MIA;76Y;Tue;21:00;00:50;1.0;47650;442;BOG/MIA/2024-09-10 21:00:00
GB2246;BOG;MIA;76Y;Wed;21:00;00:50;1.0;47650;442;BOG/MIA/2024-09-11 21:00:00
GB2246;BOG;MIA;76Y;Thu;21:00;00:50;1.0;47650;442;BOG/MIA/2024-09-12 21:00:00
GB2246;BOG;MIA;76Y;Fri;21:00;00:50;1.0;47650;442;BOG/MIA/2024-09-13 21:00:00
GB2246;BOG;MIA;76Y;Sat;22:30;02:20;1.0;47650;442;BOG/MIA/2024-09-14 22:30:00
3S623;BOM;FRA;77X;Tue;23:50;09:20;1.0;77350;645;BOM/FRA/2024-09-10 23:50:00
3S627;BOM;HYD;77X;Fri;01:00;02:40;;77350;645;BOM/HYD/2024-09-13 01:00:00
3S623;BOM;FRA;77X;Sun;04:00;13:30;;77350;645;BOM/FRA/2024-09-15 04:00:00
3S625;BOM;FRA;77X;Sun;23:50;09:20;1.0;77350;645;BOM/FRA/2024-09-15 23:50:00
GB188;BOS;BWI;76Y;Tue;02:35;04:10;;47650;442;BOS/BWI/2024-09-10 02:35:00
GB188;BOS;BWI;76Y;Wed;02:35;04:10;;47650;442;BOS/BWI/2024-09-11 02:35:00
GB188;BOS;BWI;76Y;Thu;02:35;04:10;;47650;442;BOS/BWI/2024-09-12 02:35:00
GB188;BOS;BWI;76Y;Fri;02:35;04:10;;47650;442;BOS/BWI/2024-09-13 02:35:00
GB188;BOS;BWI;76Y;Sat;02:35;04:10;;47650;442;BOS/BWI/2024-09-14 02:35:00
KF278;BRU;CVG;33X;Mon;20:00;05:30;1.0;51200;427;BRU/CVG/2024-09-09 20:00:00
QY115;BRU;LEJ;33Y;Mon;20:20;21:35;;49650;509;BRU/LEJ/2024-09-09 20:20:00
D0375;BRU;EMA;76V;Mon;22:45;23:55;;47650;442;BRU/EMA/2024-09-09 22:45:00
3S117;BRU;LEJ;77X;Mon;22:30;23:50;;77350;645;BRU/LEJ/2024-09-09 22:30:00
3S448;BRU;ORD;77X;Mon;15:00;00:05;1.0;77350;645;BRU/ORD/2024-09-09 15:00:00
D052;BRU;PVG;77X;Mon;05:15;18:00;;77350;645;BRU/PVG/2024-09-09 05:15:00
D0522;BRU;HKG;77X;Mon;07:45;19:25;;77350;645;BRU/HKG/2024-09-09 07:45:00
QY119;BRU;LEJ;ABY;Mon;23:10;00:25;1.0;46000;386;BRU/LEJ/2024-09-09 23:10:00
KF278;BRU;CVG;33X;Tue;20:00;05:30;1.0;51200;427;BRU/CVG/2024-09-10 20:00:00
D072;BRU;BAH;76V;Tue;02:15;08:50;;47650;442;BRU/BAH/2024-09-10 02:15:00
D01;BRU;EMA;76V;Tue;22:45;23:55;;47650;442;BRU/EMA/2024-09-10 22:45:00
D0452;BRU;EMA;76V;Tue;01:40;02:50;;47650;442;BRU/EMA/2024-09-10 01:40:00
3S117;BRU;LEJ;77X;Tue;22:30;23:50;;77350;645;BRU/LEJ/2024-09-10 22:30:00
I98878;BRU;RUH;77X;Tue;19:50;02:00;1.0;77350;645;BRU/RUH/2024-09-10 19:50:00
D054;BRU;PVG;77X;Tue;05:30;18:15;;77350;645;BRU/PVG/2024-09-10 05:30:00
QY81;BRU;LOS;ABY;Tue;05:20;11:55;;46000;386;BRU/LOS/2024-09-10 05:20:00
QY115;BRU;LEJ;ABY;Tue;20:20;21:35;;46000;386;BRU/LEJ/2024-09-10 20:20:00
QY117;BRU;LEJ;ABY;Tue;02:50;04:05;;46000;386;BRU/LEJ/2024-09-10 02:50:00
QY119;BRU;LEJ;ABY;Tue;23:10;00:25;1.0;46000;386;BRU/LEJ/2024-09-10 23:10:00
QY8288;BRU;MAD;ABY;Tue;02:10;04:30;;46000;386;BRU/MAD/2024-09-10 02:10:00
QY121;BRU;LEJ;ABY;Tue;00:05;01:20;;46000;386;BRU/LEJ/2024-09-10 00:05:00
QY416;BRU;VIT;ABY;Tue;02:00;04:00;;46000;386;BRU/VIT/2024-09-10 02:00:00
QY412;BRU;MXP;ABY;Tue;01:55;03:20;;46000;386;BRU/MXP/2024-09-10 01:55:00
QY418;BRU;CPH;ABY;Tue;01:50;03:20;;46000;386;BRU/CPH/2024-09-10 01:50:00
KF278;BRU;CVG;33X;Wed;20:00;05:30;1.0;51200;427;BRU/CVG/2024-09-11 20:00:00
D074;BRU;BAH;76V;Wed;02:15;08:50;;47650;442;BRU/BAH/2024-09-11 02:15:00
D03;BRU;EMA;76V;Wed;22:45;23:55;;47650;442;BRU/EMA/2024-09-11 22:45:00
D0790;BRU;EMA;76V;Wed;01:40;02:50;;47650;442;BRU/EMA/2024-09-11 01:40:00
3S117;BRU;LEJ;77X;Wed;22:30;23:50;;77350;645;BRU/LEJ/2024-09-11 22:30:00
I98860;BRU;RUH;77X;Wed;19:50;02:00;1.0;77350;645;BRU/RUH/2024-09-11 19:50:00
D052;BRU;PVG;77X;Wed;05:15;18:00;;77350;645;BRU/PVG/2024-09-11 05:15:00
QY81;BRU;LOS;ABY;Wed;05:20;11:55;;46000;386;BRU/LOS/2024-09-11 05:20:00
QY115;BRU;LEJ;ABY;Wed;20:20;21:35;;46000;386;BRU/LEJ/2024-09-11 20:20:00
QY117;BRU;LEJ;ABY;Wed;02:50;04:05;;46000;386;BRU/LEJ/2024-09-11 02:50:00
QY119;BRU;LEJ;ABY;Wed;23:10;00:25;1.0;46000;386;BRU/LEJ/2024-09-11 23:10:00
QY6100;BRU;LIS;ABY;Wed;11:15;14:00;;46000;386;BRU/LIS/2024-09-11 11:15:00
QY8288;BRU;MAD;ABY;Wed;02:10;04:30;;46000;386;BRU/MAD/2024-09-11 02:10:00
QY416;BRU;VIT;ABY;Wed;02:00;04:00;;46000;386;BRU/VIT/2024-09-11 02:00:00
QY412;BRU;MXP;ABY;Wed;01:55;03:20;;46000;386;BRU/MXP/2024-09-11 01:55:00
QY418;BRU;CPH;ABY;Wed;01:50;03:20;;46000;386;BRU/CPH/2024-09-11 01:50:00
KF278;BRU;CVG;33X;Thu;20:00;05:30;1.0;51200;427;BRU/CVG/2024-09-12 20:00:00
D072;BRU;BAH;76V;Thu;02:15;08:50;;47650;442;BRU/BAH/2024-09-12 02:15:00
D01;BRU;EMA;76V;Thu;22:45;23:55;;47650;442;BRU/EMA/2024-09-12 22:45:00
D0792;BRU;EMA;76V;Thu;01:40;02:50;;47650;442;BRU/EMA/2024-09-12 01:40:00
3S117;BRU;LEJ;77X;Thu;22:30;23:50;;77350;645;BRU/LEJ/2024-09-12 22:30:00
I98878;BRU;RUH;77X;Thu;19:50;02:00;1.0;77350;645;BRU/RUH/2024-09-12 19:50:00
3S448;BRU;ORD;77X;Thu;20:40;05:45;1.0;77350;645;BRU/ORD/2024-09-12 20:40:00
D054;BRU;PVG;77X;Thu;05:30;18:15;;77350;645;BRU/PVG/2024-09-12 05:30:00
QY81;BRU;LOS;ABY;Thu;05:20;11:55;;46000;386;BRU/LOS/2024-09-12 05:20:00
QY115;BRU;LEJ;ABY;Thu;20:20;21:35;;46000;386;BRU/LEJ/2024-09-12 20:20:00
QY117;BRU;LEJ;ABY;Thu;02:50;04:05;;46000;386;BRU/LEJ/2024-09-12 02:50:00
QY119;BRU;LEJ;ABY;Thu;23:10;00:25;1.0;46000;386;BRU/LEJ/2024-09-12 23:10:00
QY8288;BRU;MAD;ABY;Thu;02:10;04:30;;46000;386;BRU/MAD/2024-09-12 02:10:00
QY416;BRU;VIT;ABY;Thu;02:00;04:00;;46000;386;BRU/VIT/2024-09-12 02:00:00
QY412;BRU;MXP;ABY;Thu;01:55;03:20;;46000;386;BRU/MXP/2024-09-12 01:55:00
QY418;BRU;CPH;ABY;Thu;01:50;03:20;;46000;386;BRU/CPH/2024-09-12 01:50:00
KF278;BRU;CVG;33X;Fri;20:00;05:30;1.0;51200;427;BRU/CVG/2024-09-13 20:00:00
D03;BRU;EMA;76V;Fri;23:05;00:15;1.0;47650;442;BRU/EMA/2024-09-13 23:05:00
D074;BRU;BAH;76V;Fri;02:15;08:50;;47650;442;BRU/BAH/2024-09-13 02:15:00
D0790;BRU;EMA;76V;Fri;01:40;02:50;;47650;442;BRU/EMA/2024-09-13 01:40:00
D0792;BRU;EMA;76V;Fri;21:20;22:30;;47650;442;BRU/EMA/2024-09-13 21:20:00
D052;BRU;PVG;77X;Fri;05:15;18:00;;77350;645;BRU/PVG/2024-09-13 05:15:00
QY81;BRU;LOS;ABY;Fri;05:20;11:55;;46000;386;BRU/LOS/2024-09-13 05:20:00
QY119;BRU;LEJ;ABY;Fri;23:30;00:45;1.0;46000;386;BRU/LEJ/2024-09-13 23:30:00
QY8288;BRU;MAD;ABY;Fri;02:10;04:30;;46000;386;BRU/MAD/2024-09-13 02:10:00
QY125;BRU;LEJ;ABY;Fri;23:00;00:15;1.0;46000;386;BRU/LEJ/2024-09-13 23:00:00
QY416;BRU;VIT;ABY;Fri;02:00;04:00;;46000;386;BRU/VIT/2024-09-13 02:00:00
QY412;BRU;MXP;ABY;Fri;01:55;03:20;;46000;386;BRU/MXP/2024-09-13 01:55:00
QY418;BRU;CPH;ABY;Fri;01:50;03:20;;46000;386;BRU/CPH/2024-09-13 01:50:00
QY412;BRU;MXP;33Y;Sat;06:55;08:20;;49650;509;BRU/MXP/2024-09-14 06:55:00
3V516;BRU;DWC;74Y;Sat;18:30;01:15;1.0;87050;725;BRU/DWC/2024-09-14 18:30:00
D0791;BRU;BAH;76V;Sat;06:00;12:35;;47650;442;BRU/BAH/2024-09-14 06:00:00
D054;BRU;PVG;77X;Sat;05:30;18:15;;77350;645;BRU/PVG/2024-09-14 05:30:00
QY81;BRU;LOS;ABY;Sat;07:20;13:55;;46000;386;BRU/LOS/2024-09-14 07:20:00
QY85;BRU;LOS;ABY;Sat;18:25;01:00;1.0;46000;386;BRU/LOS/2024-09-14 18:25:00
QY926;BRU;CMN;ABY;Sat;04:50;08:25;;46000;386;BRU/CMN/2024-09-14 04:50:00
QY6740;BRU;EMA;ABY;Sat;13:40;14:50;;46000;386;BRU/EMA/2024-09-14 13:40:00
QY117;BRU;LEJ;33Y;Sun;08:45;10:00;;49650;509;BRU/LEJ/2024-09-15 08:45:00
D0940;BRU;CVG;76V;Sun;12:55;22:25;;47650;442;BRU/CVG/2024-09-15 12:55:00
QY81;BRU;LOS;ABY;Sun;22:10;04:45;1.0;46000;386;BRU/LOS/2024-09-15 22:10:00
QY121;BRU;LEJ;ABY;Sun;16:00;17:15;;46000;386;BRU/LEJ/2024-09-15 16:00:00
QY123;BRU;LEJ;ABY;Sun;20:55;22:10;;46000;386;BRU/LEJ/2024-09-15 20:55:00
QY412;BRU;MXP;ABY;Sun;20:10;21:35;;46000;386;BRU/MXP/2024-09-15 20:10:00
QY119;BRU;LEJ;ABY;Sun;12:30;13:45;;46000;386;BRU/LEJ/2024-09-15 12:30:00
QY452;BRU;EMA;ABY;Sun;19:50;21:00;;46000;386;BRU/EMA/2024-09-15 19:50:00
QY6100;BRU;LIS;ABY;Sun;12:15;15:00;;46000;386;BRU/LIS/2024-09-15 12:15:00
QY4911;BSL;LEJ;76Y;Mon;21:45;23:05;;47650;442;BSL/LEJ/2024-09-09 21:45:00
QY4911;BSL;LEJ;76Y;Tue;21:45;23:05;;47650;442;BSL/LEJ/2024-09-10 21:45:00
QY4911;BSL;LEJ;ABY;Wed;21:45;23:05;;46000;386;BSL/LEJ/2024-09-11 21:45:00
QY4911;BSL;LEJ;ABY;Thu;21:45;23:05;;46000;386;BSL/LEJ/2024-09-12 21:45:00
QY4911;BSL;LEJ;ABY;Fri;21:45;23:05;;46000;386;BSL/LEJ/2024-09-13 21:45:00
QY4913;BSL;LEJ;ABY;Sat;19:40;21:00;;46000;386;BSL/LEJ/2024-09-14 19:40:00
QY7;BUD;LEJ;ABY;Sun;19:35;21:05;;46000;386;BUD/LEJ/2024-09-15 19:35:00
GB588;BWI;BOS;76Y;Mon;09:45;11:15;;47650;442;BWI/BOS/2024-09-09 09:45:00
GB188;BWI;CVG;76Y;Tue;05:10;07:00;;47650;442;BWI/CVG/2024-09-10 05:10:00
GB588;BWI;BOS;76Y;Tue;13:46;15:16;;47650;442;BWI/BOS/2024-09-10 13:46:00
GB188;BWI;CVG;76Y;Wed;05:10;07:00;;47650;442;BWI/CVG/2024-09-11 05:10:00
GB588;BWI;BOS;76Y;Wed;13:46;15:16;;47650;442;BWI/BOS/2024-09-11 13:46:00
GB188;BWI;CVG;76Y;Thu;05:10;07:00;;47650;442;BWI/CVG/2024-09-12 05:10:00
GB588;BWI;BOS;76Y;Thu;13:46;15:16;;47650;442;BWI/BOS/2024-09-12 13:46:00
GB188;BWI;CVG;76Y;Fri;05:10;07:00;;47650;442;BWI/CVG/2024-09-13 05:10:00
GB588;BWI;BOS;76Y;Fri;13:46;15:16;;47650;442;BWI/BOS/2024-09-13 13:46:00
GB188;BWI;CVG;76Y;Sat;05:10;07:00;;47650;442;BWI/CVG/2024-09-14 05:10:00
ES195;CAI;BAH;76V;Tue;20:30;23:15;;47650;442;CAI/BAH/2024-09-10 20:30:00
ES195;CAI;BAH;76V;Fri;20:30;23:15;;47650;442;CAI/BAH/2024-09-13 20:30:00
3S529;CAN;ANC;77X;Mon;20:50;06:30;1.0;77350;645;CAN/ANC/2024-09-09 20:50:00
3S529;CAN;ANC;77X;Tue;20:50;06:30;1.0;77350;645;CAN/ANC/2024-09-10 20:50:00
3S529;CAN;ANC;77X;Wed;20:50;06:30;1.0;77350;645;CAN/ANC/2024-09-11 20:50:00
3S529;CAN;ANC;77X;Thu;20:50;06:30;1.0;77350;645;CAN/ANC/2024-09-12 20:50:00
3S529;CAN;ANC;77X;Fri;20:50;06:30;1.0;77350;645;CAN/ANC/2024-09-13 20:50:00
3S529;CAN;ANC;77X;Sat;20:50;06:30;1.0;77350;645;CAN/ANC/2024-09-14 20:50:00
QY532;CDG;DWC;33X;Mon;21:55;05:05;1.0;51200;427;CDG/DWC/2024-09-09 21:55:00
QY1263;CDG;LEJ;ABY;Mon;22:45;00:20;1.0;46000;386;CDG/LEJ/2024-09-09 22:45:00
QY534;CDG;DWC;33X;Tue;21:55;05:05;1.0;51200;427;CDG/DWC/2024-09-10 21:55:00
QY1263;CDG;LEJ;ABY;Tue;22:45;00:20;1.0;46000;386;CDG/LEJ/2024-09-10 22:45:00
QY1261;CDG;LEJ;ABY;Tue;22:15;23:50;;46000;386;CDG/LEJ/2024-09-10 22:15:00
QY532;CDG;DWC;33X;Wed;21:55;05:05;1.0;51200;427;CDG/DWC/2024-09-11 21:55:00
QY1263;CDG;LEJ;ABY;Wed;22:45;00:20;1.0;46000;386;CDG/LEJ/2024-09-11 22:45:00
QY534;CDG;DWC;33X;Thu;21:55;05:05;1.0;51200;427;CDG/DWC/2024-09-12 21:55:00
QY1263;CDG;LEJ;ABY;Thu;22:45;00:20;1.0;46000;386;CDG/LEJ/2024-09-12 22:45:00
QY1261;CDG;LEJ;ABY;Thu;22:15;23:50;;46000;386;CDG/LEJ/2024-09-12 22:15:00
QY532;CDG;DWC;33X;Fri;21:55;05:05;1.0;51200;427;CDG/DWC/2024-09-13 21:55:00
QY1261;CDG;LEJ;ABY;Fri;22:15;23:50;;46000;386;CDG/LEJ/2024-09-13 22:15:00
QY1265;CDG;LEJ;ABY;Fri;20:40;22:15;;46000;386;CDG/LEJ/2024-09-13 20:40:00
QY207;CDG;BRU;ABY;Sat;06:45;07:45;;46000;386;CDG/BRU/2024-09-14 06:45:00
QY6778;CDG;LHR;ABY;Sat;21:20;22:35;;46000;386;CDG/LHR/2024-09-14 21:20:00
QY167;CGN;LEJ;33X;Tue;22:05;23:10;;51200;427;CGN/LEJ/2024-09-10 22:05:00
QY167;CGN;LEJ;33X;Wed;22:05;23:10;;51200;427;CGN/LEJ/2024-09-11 22:05:00
QY167;CGN;LEJ;33X;Thu;22:05;23:10;;51200;427;CGN/LEJ/2024-09-12 22:05:00
QY169;CGN;LEJ;33X;Fri;23:10;00:15;1.0;51200;427;CGN/LEJ/2024-09-13 23:10:00
K4815;CGO;ANC;77X;Mon;23:00;08:40;1.0;77350;645;CGO/ANC/2024-09-09 23:00:00
K4811;CGO;ANC;74Y;Wed;23:00;08:40;1.0;87050;725;CGO/ANC/2024-09-11 23:00:00
K4813;CGO;ANC;74Y;Sat;23:00;08:40;1.0;87050;725;CGO/ANC/2024-09-14 23:00:00
QY7079;CIA;LEJ;ABY;Mon;20:40;22:45;;46000;386;CIA/LEJ/2024-09-09 20:40:00
QY7079;CIA;LEJ;ABY;Tue;20:40;22:45;;46000;386;CIA/LEJ/2024-09-10 20:40:00
QY7079;CIA;LEJ;ABY;Wed;20:40;22:45;;46000;386;CIA/LEJ/2024-09-11 20:40:00
QY7079;CIA;LEJ;ABY;Thu;20:40;22:45;;46000;386;CIA/LEJ/2024-09-12 20:40:00
QY7079;CIA;LEJ;ABY;Fri;20:40;22:45;;46000;386;CIA/LEJ/2024-09-13 20:40:00
QY926;CMN;DSS;ABY;Sat;09:55;13:30;;46000;386;CMN/DSS/2024-09-14 09:55:00
QY927;CMN;BRU;ABY;Sun;09:20;12:25;;46000;386;CMN/BRU/2024-09-15 09:20:00
QY419;CPH;BRU;ABY;Mon;22:40;00:10;1.0;46000;386;CPH/BRU/2024-09-09 22:40:00
QY3264;CPH;GOT;ABY;Mon;03:00;03:50;;46000;386;CPH/GOT/2024-09-09 03:00:00
QY177;CPH;LEJ;ABY;Mon;22:20;23:35;;46000;386;CPH/LEJ/2024-09-09 22:20:00
QY3316;CPH;OSL;ABY;Mon;01:30;02:45;;46000;386;CPH/OSL/2024-09-09 01:30:00
QY419;CPH;BRU;ABY;Tue;22:40;00:10;1.0;46000;386;CPH/BRU/2024-09-10 22:40:00
QY3316;CPH;OSL;ABY;Tue;05:05;06:15;;46000;386;CPH/OSL/2024-09-10 05:05:00
QY177;CPH;LEJ;ABY;Tue;22:20;23:35;;46000;386;CPH/LEJ/2024-09-10 22:20:00
QY3264;CPH;GOT;ABY;Tue;04:55;05:45;;46000;386;CPH/GOT/2024-09-10 04:55:00
QY419;CPH;BRU;ABY;Wed;22:40;00:10;1.0;46000;386;CPH/BRU/2024-09-11 22:40:00
QY3316;CPH;OSL;ABY;Wed;05:05;06:15;;46000;386;CPH/OSL/2024-09-11 05:05:00
QY177;CPH;LEJ;ABY;Wed;22:20;23:35;;46000;386;CPH/LEJ/2024-09-11 22:20:00
QY3264;CPH;GOT;ABY;Wed;04:55;05:45;;46000;386;CPH/GOT/2024-09-11 04:55:00
QY419;CPH;BRU;ABY;Thu;22:40;00:10;1.0;46000;386;CPH/BRU/2024-09-12 22:40:00
QY3316;CPH;OSL;ABY;Thu;05:05;06:15;;46000;386;CPH/OSL/2024-09-12 05:05:00
QY177;CPH;LEJ;ABY;Thu;22:20;23:35;;46000;386;CPH/LEJ/2024-09-12 22:20:00
QY3264;CPH;GOT;ABY;Thu;04:55;05:45;;46000;386;CPH/GOT/2024-09-12 04:55:00
QY177;CPH;LEJ;ABY;Fri;22:40;23:55;;46000;386;CPH/LEJ/2024-09-13 22:40:00
QY3316;CPH;OSL;ABY;Fri;05:05;06:15;;46000;386;CPH/OSL/2024-09-13 05:05:00
QY3264;CPH;GOT;ABY;Fri;04:55;05:45;;46000;386;CPH/GOT/2024-09-13 04:55:00
KF377;CVG;LEJ;33X;Mon;01:20;09:30;;51200;427;CVG/LEJ/2024-09-09 01:20:00
PO937;CVG;ICN;74N;Mon;13:20;04:45;1.0;102300;853;CVG/ICN/2024-09-09 13:20:00
K4616;CVG;ICN;74Y;Mon;23:00;14:50;1.0;87050;725;CVG/ICN/2024-09-09 23:00:00
D0375;CVG;BRU;76V;Mon;12:35;20:45;;47650;442;CVG/BRU/2024-09-09 12:35:00
D0317;CVG;LEJ;76V;Mon;11:35;20:15;;47650;442;CVG/LEJ/2024-09-09 11:35:00
GB480;CVG;JFK;76Y;Mon;23:03;01:03;1.0;47650;442;CVG/JFK/2024-09-09 23:03:00
GB797;CVG;ORD;76Y;Mon;10:00;11:25;;47650;442;CVG/ORD/2024-09-09 10:00:00
GB880;CVG;LAX;76Y;Mon;20:00;00:50;1.0;47650;442;CVG/LAX/2024-09-09 20:00:00
W8952;CVG;NLU;76Y;Mon;10:50;15:00;;47650;442;CVG/NLU/2024-09-09 10:50:00
GB507;CVG;HRL;76Y;Mon;07:10;10:30;;47650;442;CVG/HRL/2024-09-09 07:10:00
GB901;CVG;PTY;76Y;Mon;08:55;13:40;;47650;442;CVG/PTY/2024-09-09 08:55:00
W8371;CVG;EMA;76Y;Mon;10:00;17:30;;47650;442;CVG/EMA/2024-09-09 10:00:00
GB502;CVG;DFW;76Y;Mon;08:48;11:23;;47650;442;CVG/DFW/2024-09-09 08:48:00
